[1016/120651.980:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/104611.867:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/112539.369:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/152135.489:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/160214.278:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/181427.072:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1024/181143.984:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.984:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.985:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.986:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.987:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.988:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181143.989:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.269:ERROR:http_transport_win.cc(276)] WinHttpSendRequest: The operation completed successfully. (0x0)
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.271:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.272:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.273:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.274:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181149.274:ERROR:crash_report_database_win.cc(469)] failed to stat report
